column,enabled,common_name,dtype,display,is_filter_factor,add_before_log_transform,factor_class,true_text,false_text,default_value,tooltip_text
"Pulmonary Disease, Chronic Obstructive",TRUE,"Number of articles about gene: Pulmonary Disease, Chronic Obstructive",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Pulmonary Disease, Chronic Obstructive' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Recurrence,TRUE,Number of articles about gene: Recurrence,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Recurrence' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Renal Insufficiency, Chronic",TRUE,"Number of articles about gene: Renal Insufficiency, Chronic",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Renal Insufficiency, Chronic' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Retinitis Pigmentosa,TRUE,Number of articles about gene: Retinitis Pigmentosa,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Retinitis Pigmentosa' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Sarcoma,TRUE,Number of articles about gene: Sarcoma,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Sarcoma' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Scleroderma, Systemic",TRUE,"Number of articles about gene: Scleroderma, Systemic",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Scleroderma, Systemic' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Seizures,TRUE,Number of articles about gene: Seizures,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Seizures' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Sepsis,TRUE,Number of articles about gene: Sepsis,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Sepsis' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Skin Neoplasms,TRUE,Number of articles about gene: Skin Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Skin Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Spondylitis, Ankylosing",TRUE,"Number of articles about gene: Spondylitis, Ankylosing",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Spondylitis, Ankylosing' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Squamous Cell Carcinoma of Head and Neck,TRUE,Number of articles about gene: Squamous Cell Carcinoma of Head and Neck,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Squamous Cell Carcinoma of Head and Neck' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Stomach Neoplasms,TRUE,Number of articles about gene: Stomach Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Stomach Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Stroke,TRUE,Number of articles about gene: Stroke,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Stroke' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Syndrome,TRUE,Number of articles about gene: Syndrome,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Syndrome' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Thrombosis,TRUE,Number of articles about gene: Thrombosis,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Thrombosis' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Thyroid Cancer, Papillary",TRUE,"Number of articles about gene: Thyroid Cancer, Papillary",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Thyroid Cancer, Papillary' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Thyroid Neoplasms,TRUE,Number of articles about gene: Thyroid Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Thyroid Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Translocation, Genetic",TRUE,"Number of articles about gene: Translocation, Genetic",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Translocation, Genetic' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Triple Negative Breast Neoplasms,TRUE,Number of articles about gene: Triple Negative Breast Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Triple Negative Breast Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Tuberculosis,TRUE,Number of articles about gene: Tuberculosis,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Tuberculosis' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Tuberculosis, Pulmonary",TRUE,"Number of articles about gene: Tuberculosis, Pulmonary",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Tuberculosis, Pulmonary' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Urinary Bladder Neoplasms,TRUE,Number of articles about gene: Urinary Bladder Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Urinary Bladder Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Uterine Cervical Neoplasms,TRUE,Number of articles about gene: Uterine Cervical Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Uterine Cervical Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Uterine Neoplasms,TRUE,Number of articles about gene: Uterine Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Uterine Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Venous Thrombosis,TRUE,Number of articles about gene: Venous Thrombosis,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Venous Thrombosis' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Weight Loss,TRUE,Number of articles about gene: Weight Loss,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Weight Loss' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
